date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:39:07	35786/35786	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:09:05%20GMT	http://advandes.com/work	/home/a/Desktop/Advandes/advandes.com/work.html	(from http://advandes.com/)
13:39:09	88145/88145	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/js/jquery.min.js	/home/a/Desktop/Advandes/advandes.com/public/frontend/js/jquery.min.js	(from http://advandes.com/)
13:39:09	22989/22989	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:09:08%20GMT	http://advandes.com/contact	/home/a/Desktop/Advandes/advandes.com/contact.html	(from http://advandes.com/)
13:39:16	26178/26178	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:09:13%20GMT	http://advandes.com/service/research	/home/a/Desktop/Advandes/advandes.com/service/research.html	(from http://advandes.com/)
13:39:20	7959/7959	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Feb%202020%2010:31:47%20GMT	http://advandes.com/public/images/service_images/1580725907.Component%203%20%e2%80%93%205.png	/home/a/Desktop/Advandes/advandes.com/public/images/service_images/1580725907.Component%203%20%e2%80%93%205.png	(from http://advandes.com/)
13:39:22	27538/27538	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:09:20%20GMT	http://advandes.com/service/design	/home/a/Desktop/Advandes/advandes.com/service/design.html	(from http://advandes.com/)
13:39:25	8211/8211	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Feb%202020%2010:35:31%20GMT	http://advandes.com/public/images/service_images/1580726131.Component%204%20%e2%80%93%205.png	/home/a/Desktop/Advandes/advandes.com/public/images/service_images/1580726131.Component%204%20%e2%80%93%205.png	(from http://advandes.com/)
13:39:27	26490/26490	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:09:25%20GMT	http://advandes.com/service/engineering	/home/a/Desktop/Advandes/advandes.com/service/engineering.html	(from http://advandes.com/)
13:39:31	8092/8092	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Feb%202020%2010:40:58%20GMT	http://advandes.com/public/images/service_images/1580726458.Component%205%20%e2%80%93%205.png	/home/a/Desktop/Advandes/advandes.com/public/images/service_images/1580726458.Component%205%20%e2%80%93%205.png	(from http://advandes.com/)
13:39:34	25327/25327	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:09:31%20GMT	http://advandes.com/service/prototyping	/home/a/Desktop/Advandes/advandes.com/service/prototyping.html	(from http://advandes.com/)
13:39:37	8727/8727	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Feb%202020%2010:44:31%20GMT	http://advandes.com/public/images/service_images/1580726671.Component%206%20%e2%80%93%205.png	/home/a/Desktop/Advandes/advandes.com/public/images/service_images/1580726671.Component%206%20%e2%80%93%205.png	(from http://advandes.com/)
13:40:05	160437/160437	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202020%2009:57:58%20GMT	http://advandes.com/public/images/projects/project1578479428/1578995878.banner%20image%20aq%20soil%20comp%20GREEN.png	/home/a/Desktop/Advandes/advandes.com/public/images/projects/project1578479428/1578995878.banner%20image%20aq%20soil%20comp%20GREEN.png	(from http://advandes.com/)
13:40:08	23788/23788	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:10:05%20GMT	http://advandes.com/works/soil_compactor	/home/a/Desktop/Advandes/advandes.com/works/soil_compactor.html	(from http://advandes.com/)
13:40:24	77351/77351	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jan%202020%2011:15:32%20GMT	http://advandes.com/public/images/projects/project1578488877/1579173332.thermocutter%20final.101.png	/home/a/Desktop/Advandes/advandes.com/public/images/projects/project1578488877/1579173332.thermocutter%20final.101.png	(from http://advandes.com/)
13:40:26	25147/25147	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:10:24%20GMT	http://advandes.com/works/thermocutter	/home/a/Desktop/Advandes/advandes.com/works/thermocutter.html	(from http://advandes.com/)
13:41:01	203831/203831	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202020%2010:09:00%20GMT	http://advandes.com/public/images/projects/project1578890757/1578996540.microlit%20scitus%20and%20beatus%20arrangement%202.224.png	/home/a/Desktop/Advandes/advandes.com/public/images/projects/project1578890757/1578996540.microlit%20scitus%20and%20beatus%20arrangement%202.224.png	(from http://advandes.com/)
13:41:04	24217/24217	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:11:01%20GMT	http://advandes.com/works/bottle_top_dispenser	/home/a/Desktop/Advandes/advandes.com/works/bottle_top_dispenser.html	(from http://advandes.com/)
13:41:38	187288/187288	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202020%2010:13:42%20GMT	http://advandes.com/public/images/projects/project1578980220/1578996822.Picture2.png	/home/a/Desktop/Advandes/advandes.com/public/images/projects/project1578980220/1578996822.Picture2.png	(from http://advandes.com/)
13:41:40	25611/25611	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:11:38%20GMT	http://advandes.com/works/deccan_auto_bus	/home/a/Desktop/Advandes/advandes.com/works/deccan_auto_bus.html	(from http://advandes.com/)
13:42:17	1100530/1100530	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jan%202020%2011:23:16%20GMT	http://advandes.com/public/images/slider_images/1579087396.Group%20592.png	/home/a/Desktop/Advandes/advandes.com/public/images/slider_images/1579087396.Group%20592.png	(from http://advandes.com/)
13:42:20	25054/25054	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:12:17%20GMT	http://advandes.com/works/captain_tractor	/home/a/Desktop/Advandes/advandes.com/works/captain_tractor.html	(from http://advandes.com/)
13:42:21	238972/238972	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jan%202020%2010:37:42%20GMT	http://advandes.com/public/images/projects/project1579084662/1579084662.Picture1.png	/home/a/Desktop/Advandes/advandes.com/public/images/projects/project1579084662/1579084662.Picture1.png	(from http://advandes.com/)
13:42:24	25038/25038	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:12:21%20GMT	http://advandes.com/works/evano_electric_golf_cart	/home/a/Desktop/Advandes/advandes.com/works/evano_electric_golf_cart.html	(from http://advandes.com/)
13:42:26	5288/5288	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/images/up-fill-512.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/up-fill-512.png	(from http://advandes.com/)
13:42:33	29614/29614	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/images/share/copy1.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/share/copy1.png	(from http://advandes.com/)
13:42:35	681/681	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/images/share/fb.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/share/fb.png	(from http://advandes.com/)
13:42:37	837/837	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/images/share/link.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/share/link.png	(from http://advandes.com/)
13:42:39	792/792	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/images/share/twi.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/share/twi.png	(from http://advandes.com/)
13:42:41	1185/1185	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/images/share/share.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/share/share.png	(from http://advandes.com/)
13:43:03	220915/220915	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jan%202020%2010:43:11%20GMT	http://advandes.com/public/images/projects/project1579084991/1579084991.Render%20GC%20white%20bckground.140.png	/home/a/Desktop/Advandes/advandes.com/public/images/projects/project1579084991/1579084991.Render%20GC%20white%20bckground.140.png	(from http://advandes.com/)
13:43:04	370/370	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:13:03%20GMT	http://advandes.com/public/frontend/fonts/glyphicons-halflings-regular.eot	/home/a/Desktop/Advandes/advandes.com/public/frontend/fonts/glyphicons-halflings-regular.29.delayed	(from http://advandes.com/public/frontend/css/bootstrap.min.css)
13:43:06	42332/42332	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:13:04%20GMT	http://advandes.com/public/home	/home/a/Desktop/Advandes/advandes.com/public/home.html	(from http://advandes.com/public/frontend/css/bootstrap.min.css)
13:43:07	370/370	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:13:06%20GMT	http://advandes.com/public/frontend/fonts/glyphicons-halflings-regular.eot?	/home/a/Desktop/Advandes/advandes.com/public/frontend/fonts/glyphicons-halflings-regular.2bd41d.delayed	(from http://advandes.com/public/frontend/css/bootstrap.min.css)
13:43:08	370/370	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:13:07%20GMT	http://advandes.com/public/frontend/fonts/glyphicons-halflings-regular.woff2	/home/a/Desktop/Advandes/advandes.com/public/frontend/fonts/glyphicons-halflings-regular.2c.delayed	(from http://advandes.com/public/frontend/css/bootstrap.min.css)
13:43:09	370/370	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:13:08%20GMT	http://advandes.com/public/frontend/fonts/glyphicons-halflings-regular.woff	/home/a/Desktop/Advandes/advandes.com/public/frontend/fonts/glyphicons-halflings-regular.2d.delayed	(from http://advandes.com/public/frontend/css/bootstrap.min.css)
13:43:10	370/370	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:13:09%20GMT	http://advandes.com/public/frontend/fonts/glyphicons-halflings-regular.ttf	/home/a/Desktop/Advandes/advandes.com/public/frontend/fonts/glyphicons-halflings-regular.2e.delayed	(from http://advandes.com/public/frontend/css/bootstrap.min.css)
13:43:11	370/370	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:13:10%20GMT	http://advandes.com/public/frontend/fonts/glyphicons-halflings-regular.svg	/home/a/Desktop/Advandes/advandes.com/public/frontend/fonts/glyphicons-halflings-regular.2f.delayed	(from http://advandes.com/public/frontend/css/bootstrap.min.css)
13:43:31	106712/106712	---M--	200	added ('OK')	font/otf	date:Tue,%2007%20Jan%202020%2019:35:38%20GMT	http://advandes.com/public/frontend/css/MUSEOSANSCYRL.OTF	/home/a/Desktop/Advandes/advandes.com/public/frontend/css/MUSEOSANSCYRL.OTF	(from http://advandes.com/public/frontend/css/style.css)
13:43:39	37432/37432	---M--	200	added ('OK')	font/ttf	date:Tue,%2007%20Jan%202020%2019:43:10%20GMT	http://advandes.com/public/frontend/css/futura%20light%20bt.ttf	/home/a/Desktop/Advandes/advandes.com/public/frontend/css/futura%20light%20bt.ttf	(from http://advandes.com/public/frontend/css/style.css)
13:43:52	62420/62420	---M--	200	added ('OK')	font/otf	date:Tue,%2007%20Jan%202020%2020:40:24%20GMT	http://advandes.com/public/frontend/css/MUSEOSANS-100.OTF	/home/a/Desktop/Advandes/advandes.com/public/frontend/css/MUSEOSANS-100.OTF	(from http://advandes.com/public/frontend/css/style.css)
13:44:29	214118/214118	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:04:26%20GMT	http://advandes.com/public/frontend/images/Group%20541.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/Group%20541.png	(from http://advandes.com/about)
13:45:41	2250262/2250262	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Feb%202020%2011:21:19%20GMT	http://advandes.com/public/images/slider_images/1580728879.Group%20605.png	/home/a/Desktop/Advandes/advandes.com/public/images/slider_images/1580728879.Group%20605.png	(from http://advandes.com/)
13:46:14	595643/595643	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:04:32%20GMT	http://advandes.com/public/frontend/images/Group%20529.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/Group%20529.png	(from http://advandes.com/about)
13:46:16	196994/196994	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jan%202020%2001:23:42%20GMT	http://advandes.com/public/frontend/images/about.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/about.png	(from http://advandes.com/about)
13:46:20	29339/29339	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/images/about/Group%20559.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/about/Group%20559.png	(from http://advandes.com/about)
13:46:23	19665/19665	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:16:20%20GMT	http://advandes.com/career	/home/a/Desktop/Advandes/advandes.com/career.html	(from http://advandes.com/about)
13:46:25	43062/43062	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/images/about/Group%20564.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/about/Group%20564.png	(from http://advandes.com/about)
13:46:27	4578/4578	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:46%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2072.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2072.png	(from http://advandes.com/about)
13:46:29	5198/5198	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:46%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2073.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2073.png	(from http://advandes.com/about)
13:46:31	4131/4131	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:46%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2074.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2074.png	(from http://advandes.com/about)
13:46:33	5486/5486	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:46%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2075.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2075.png	(from http://advandes.com/about)
13:46:35	3555/3555	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:46%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2076.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2076.png	(from http://advandes.com/about)
13:46:37	6563/6563	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:46%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2077.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2077.png	(from http://advandes.com/about)
13:46:39	8292/8292	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:46%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2078.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2078.png	(from http://advandes.com/about)
13:46:41	4975/4975	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:46%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2079.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2079.png	(from http://advandes.com/about)
13:46:41	2947/2947	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:48%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2080.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2080.png	(from http://advandes.com/about)
13:46:43	2574/2574	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:48%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2081.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2081.png	(from http://advandes.com/about)
13:46:47	3667/3667	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2082.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2082.png	(from http://advandes.com/about)
13:46:49	4342/4342	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2083.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2083.png	(from http://advandes.com/about)
13:46:51	5715/5715	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2084.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2084.png	(from http://advandes.com/about)
13:46:53	4989/4989	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2085.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2085.png	(from http://advandes.com/about)
13:46:53	2892/2892	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2086.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2086.png	(from http://advandes.com/about)
13:46:55	2556/2556	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2087.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2087.png	(from http://advandes.com/about)
13:46:59	5762/5762	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2088.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2088.png	(from http://advandes.com/about)
13:47:01	3413/3413	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2089.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2089.png	(from http://advandes.com/about)
13:47:03	5752/5752	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2090.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2090.png	(from http://advandes.com/about)
13:47:05	6092/6092	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:52%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2091.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2091.png	(from http://advandes.com/about)
13:47:07	5402/5402	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:56%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2092.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2092.png	(from http://advandes.com/about)
13:47:09	5355/5355	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:58%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2093.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2093.png	(from http://advandes.com/about)
13:47:11	4433/4433	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2022:28:58%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2094.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2094.png	(from http://advandes.com/about)
13:47:13	3915/3915	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jan%202020%2023:51:26%20GMT	http://advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2096.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/client/06Jan/Mask%20Group%2096.png	(from http://advandes.com/about)
13:47:13	23789/23789	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:17:11%20GMT	http://advandes.com/works/concrete_pump	/home/a/Desktop/Advandes/advandes.com/works/concrete_pump.html	(from http://advandes.com/work)
13:47:18	24080/24080	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Jun%202021%2008:17:15%20GMT	http://advandes.com/works/electric_3_wheeler	/home/a/Desktop/Advandes/advandes.com/works/electric_3_wheeler.html	(from http://advandes.com/work)
13:47:35	2921245/2921245	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jan%202020%2011:23:35%20GMT	http://advandes.com/public/images/slider_images/1579087415.Repeat%20Grid%201.png	/home/a/Desktop/Advandes/advandes.com/public/images/slider_images/1579087415.Repeat%20Grid%201.png	(from http://advandes.com/)
13:47:46	159949/159949	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jan%202020%2010:50:46%20GMT	http://advandes.com/public/images/projects/project1579085446/1579085446.Picture3.png	/home/a/Desktop/Advandes/advandes.com/public/images/projects/project1579085446/1579085446.Picture3.png	(from http://advandes.com/work)
13:47:47	189779/189779	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jan%202020%2010:46:00%20GMT	http://advandes.com/public/images/projects/project1579085160/1579085160.Aquarius%20conc%20pump11.png	/home/a/Desktop/Advandes/advandes.com/public/images/projects/project1579085160/1579085160.Aquarius%20conc%20pump11.png	(from http://advandes.com/work)
13:47:49	402/402	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:17:47%20GMT	http://advandes.com/change_service/prev/research	/home/a/Desktop/Advandes/advandes.com/change_service/prev/research.57.delayed	(from http://advandes.com/service/research)
13:47:51	71458/71458	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2008:46:16%20GMT	http://advandes.com/public/frontend/images/projects/Group%20482.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/projects/Group%20482.png	(from http://advandes.com/work)
13:47:51	831/831	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Jan%202020%2000:16:24%20GMT	http://advandes.com/public/frontend/images/prev.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/prev.png	(from http://advandes.com/service/research)
13:47:53	316/316	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Jan%202020%2000:16:24%20GMT	http://advandes.com/public/frontend/images/close.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/close.png	(from http://advandes.com/service/research)
13:47:54	40810/40810	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Dec%202019%2004:21:00%20GMT	http://advandes.com/public/backend/js/sweetalert.min.js	/home/a/Desktop/Advandes/advandes.com/public/backend/js/sweetalert.min.js	(from http://advandes.com/contact)
13:47:55	382/382	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:17:53%20GMT	http://advandes.com/change_service/next/research	/home/a/Desktop/Advandes/advandes.com/change_service/next/research.5a.delayed	(from http://advandes.com/service/research)
13:47:57	823/823	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Jan%202020%2000:16:24%20GMT	http://advandes.com/public/frontend/images/next.png	/home/a/Desktop/Advandes/advandes.com/public/frontend/images/next.png	(from http://advandes.com/service/research)
13:48:03	390/390	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:17:59%20GMT	http://advandes.com/change_service/prev/design	/home/a/Desktop/Advandes/advandes.com/change_service/prev/design.5d.delayed	(from http://advandes.com/service/design)
13:48:07	402/402	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:18:03%20GMT	http://advandes.com/change_service/next/design	/home/a/Desktop/Advandes/advandes.com/change_service/next/design.5e.delayed	(from http://advandes.com/service/design)
13:48:13	382/382	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:18:09%20GMT	http://advandes.com/change_service/prev/engineering	/home/a/Desktop/Advandes/advandes.com/change_service/prev/engineering.60.delayed	(from http://advandes.com/service/engineering)
13:48:17	402/402	---M-Z	302	error ('Found')	text/html	date:Fri,%2025%20Jun%202021%2008:18:13%20GMT	http://advandes.com/change_service/next/engineering	/home/a/Desktop/Advandes/advandes.com/change_service/next/engineering.61.delayed	(from http://advandes.com/service/engineering)
